persona,phq9
"""An employee at a local animal shelter who offers warehouse space for shipping pet supplies""",12
"""A software engineer who is conflicted about whether to report the unethical practices or not""",19
"""A music therapist who visits the store to provide soothing live performances for the customers""",15
"""A theologian studying the role of the Catholic Church in medieval Italy""",12
"""A successful doctor who was once a student in the refugee camp and is now dedicated to giving back""",9
"""A produce department manager who can recommend the best vegetables to use in various recipes""",23
"""An IT professional with key skills in cybersecurity and machine learning""",18
"""An entrepreneur who benefited from the politician's policies and now wants to give back to the community""",0
"""A motivated mathematics student who seeks guidance on advanced topics in linear algebra""",4
"""A French-Indonesian actor fan who loves to follow and analyze movie industry trends.""",15
"""A policy advisor who evaluates the economic and political feasibility of disease prevention strategies""",0
"""I am a history professor with a particular interest in the cultural and societal impacts of sports in the American South.""",16
"""A feminist journalist who writes about the social impact of beauty pageants""",25
"""A huge fan of Baby Smoove and a follower of Detroit's hip-hop scene""",17
"""a graduate student studying Fusion Energy Physics who prefers solitude""",22
"""A middle-aged Brazilian music aficionado and former concert promoter who has retired to a quiet life, but still keeps an eye on the scene.""",21
"""A researcher studying climate patterns and their impact on mountain ecosystems, providing insights on the best times to visit for ecological sustainability""",14
"""A strict academic who questions the practicality of pursuing a career in writing""",2
"""A CEO of a traditional brick-and-mortar retail company interested in incorporating e-commerce and cloud-based solutions""",19
"""A spiritual advisor who provides insight into the intersection of religion and trauma""",17
"""A retired librarian who loves pub quizzes and always brings homemade snacks for everyone""",8
"""A college student who used to be obsessed with anime, but is gradually losing interest due to heavy workload""",15
"""I am a librarian who specializes in cataloging historical biographies and religious figures.""",18
"""An experienced professor with a background in industrial engineering, offering guidance on optimizing lab operations""",11
